단어,품사,풀이,등급
피로하다,형,疲勞-,B
피망,명,&프piment,C
피부,명,皮膚,B
피시,명,PC,B
피아노,명,piano,A
피우다,동,,A
피자,명,&이pizza,A
피하다,동,避-,C
피해,명,被害,C
피해자,명,被害者,C
필름,명,film,B
필수,명,必須,C
필수적,명,必須的,C
필연적,명,必然的,C
필요,명,必要,A
필요성,명,必要性,C
필요하다,형,必要-,A
필자,명,筆者,C
필통,명,筆筒,B
핑계,명,,C
하,명,下,C
하긴,부,,C
하나,수,,A
하나,명,,A
하나님,명,,C
하나하나,명,,C
하나하나,부,,C
하느님,명,,C
하늘,명,,A
하다,보,,A
하다,동,,A
하도,부,,C
하드웨어,명,hardware,C
하루,명,,B
하룻밤,명,,C
하반기,명,下半期,C
하숙집,명,下宿-,B
하순,명,下旬,C
하얀색,명,-色,B
하얗다,형,,B
하여튼,부,何如-,B
하지만,부,,A
하천,명,河川,C
하품,명,,B
하필,부,何必,C
하하,부,,B
학과,명,學科,C
학교,명,學校,A
학교생활,명,學校生活,C
학급,명,學級,C
학기,명,學期,B
학년,명,學年,A
학력,명,學歷,C
학번,명,學番,C
학부모,명,學父母,C
학비,명,學費,C
학생,명,學生,A
학생증,명,學生證,B
학술,명,學術,C
학습,명,學習,B
학용품,명,學用品,C
학원,명,學院,B
학위,명,學位,C
학자,명,學者,C
학점,명,學點,C
한,관,,A
한,명,恨,C
한,명,限,C
한가운데,명,,C
한가하다,형,閑暇-,C
한강,고,漢江,A
한겨울,명,,C
한결,부,,C
한계,명,限界,C
한구석,명,,C
한국,고,韓國,A
한국말,명,韓國-,A
한국어,명,韓國語,A
한국적,명,韓國的,B
한글,명,,A
한글날,명,,C
한꺼번에,부,,B
한낮,명,,C
한눈,명,~에 반하다,C
한데,부,,C
한동안,명,,B
한두,관,,B
한둘,수,,B
한때,명,,C
한라산,고,漢拏山,B
한마디,명,,C
한문,명,漢文,C
한반도,고,韓半島,C
한밤중,명,-中,C
한번,명,-番,A
한복,명,韓服,A
한순간,명,-瞬間,C
한숨,명,~을 쉬다,B
한식,명,韓食,C
한여름,명,,C
한자,명,漢字,A
한잔,명,-盞,B
한잔하다,동,­盞-,B
한정되다,동,限定-,C
한정하다,동,限定-,C
한쪽,명,,B
한참,명,,B
한창,부,,C
한층,부,-層,C
한편,부,-便,B
한편,명,-便,B
한평생,명,-平生,C
한하다,동,限-,C
할머니,명,,A
할아버지,명,,A
할인,명,割引,B
함께,부,,A
함께하다,동,,C
함부로,부,,B
합격,명,合格,B
합격하다,동,合格-,C
합리적,명,合理的,C
합치다,동,合-,B
합하다,동,合-,C
항공,명,航空,C
항공기,명,航空機,C
항구,명,港口,C
항상,부,恒常,A
항의,명,抗議,C
해,의,,A
해,명,,A
해,명,害,C
해결,명,解決,B
해결되다,동,解決-,C
해결하다,동,解決-,B
해군,명,海軍,C
해내다,동,,C
해답,명,解答,C
해당,명,該當,C
해당되다,동,該當-,C
해당하다,동,該當-,C
해롭다,형,害-,C
해마다,부,,B
해물,명,海物,C
해석,명,解析,C
해석,명,解釋,B
해석하다,동,解釋-,C
해설,명,解說,C
해소,명,解消,C
해소하다,동,解消-,C
해수욕장,명,海水浴場,C
해안,명,海岸,C
해외,명,海外,B
해외여행,명,海外旅行,B
핵,명,核,C
핵심,명,核心,C
핸드백,명,handbag,C
핸드폰,명,hand phone,A
햄,명,ham,C
햄버거,명,hamburger,A
햇볕,명,,B
햇빛,명,,B
햇살,명,,B
행동,명,行動,B
행동하다,동,行動-,B
행복,명,幸福,B
행복하다,형,幸福-,B
행사,명,行事,B
행사,명,行使,C
행운,명,幸運,C
행위,명,行爲,C
행하다,동,行-,C
행해지다,동,行-,C
향,명,香,C
향기,명,香氣,B
향상,명,向上,C
향상되다,동,向上-,C
향수,명,香水,B
향하다,동,向-,B
허가,명,許可,C
허락,명,許諾,C
허락하다,동,許諾-,C
허리,명,,A
허용,명,許容,C
허용되다,동,許容-,C
허용하다,동,許容-,B
허허,부,,C
헌,관,,B
헤매다,동,,C
헤아리다,동,,C
헤어지다,동,,B
헬기,명,helicopter機,C
혀,명,,B
현,관,現,C
현관,명,玄關,B
현관문,명,玄關門,C
현금,명,現金,B
현대,명,現代,B
현대인,명,現代人,C
현대적,명,現代的,C
현상,명,現象,C
현실,명,現實,C
현실적,명,現實的,C
현장,명,現場,C
현재,부,現在,B
현재,명,現在,B
현지,명,現地,B
혈액,명,血液,C
협력,명,協力,C
형,명,兄,A
형,명,型,C
형님,명,兄-,B
형부,명,兄夫,B
형사,명,刑事,C
형성,명,形成,C
형성되다,동,形成-,C
형성하다,동,形成-,C
형수,명,兄嫂,C
형식,명,形式,C
형식적,명,形式的,C
형제,명,兄弟,B
형태,명,形態,C
형편,명,形便,C
혜택,명,惠澤,C
호,의,號,A
호기심,명,好奇心,C
호남,명,湖南,C
호랑이,명,虎狼-,B
호박,명,,C
호선,의,號線. ~,B
호수,명,湖水,B
호실,명,號室,C
호주,고,濠洲,A
호주머니,명,胡-,C
호텔,명,hotel,A
호흡,명,呼吸,C
혹시,부,或是,C
혹은,부,或-,B
혼나다,동,魂-,C
혼자,명,,A
혼잣말,명,,C
홀로,부,,C
홈페이지,명,homepage,B
홍보,명,弘報,C
홍수,명,洪水,C
홍차,명,紅茶,B
화,명,~를 내다,A
화가,명,畵家,B
화나다,동,火-,B
화려하다,형,華麗-,B
화면,명,畵面,C
화분,명,花盆,B
화살,명,,C
화요일,명,火曜日,A
화장,명,化粧,C
화장실,명,化粧室,A
화장지,명,化粧紙,C
화장품,명,化粧品,B
화재,명,火災,C
화제,명,話題,C
화학,명,化學,C
확,부,,C
확대되다,동,擴大-,B
확대하다,동,擴大-,B
확립하다,동,確立-,C
확보,명,確保,C
확산되다,동,擴散-,C
확신,명,確信,C
확신하다,동,確信-,C
확실하다,형,確實-,B
확실히,부,確實-,B
확인,명,確認,B
확인되다,동,確認-,C
확인하다,동,確認-,B
확장,명,擴張,C
확정,명,確定,C
환갑,명,還甲,B
환경,명,環境,B
환경오염,명,環境汚染,C
환영,명,歡迎,B
환영하다,동,歡迎-,C
환율,명,換率,C
환자,명,患者,A
환하다,형,,C
활기,명,活氣,C
활동,명,活動,B
활동하다,동,活動-,B
활발하다,형,活潑-,B
활발해지다,동,活潑-,C
활발히,부,活潑-,C
활용,명,活用,C
활용하다,동,活用-,B
활짝,부,,C
회,의,回,C
회견,명,會見,C
회관,명,會館,C
회복,명,回復,C
회복되다,동,回復-,C
회복하다,동,回復-,B
회사,명,會社,A
회색,명,灰色,B
회원,명,會員,B
회의,명,會議,A
회의,명,懷疑,C
회장,명,會長,B
회전,명,回轉,C
회화,명,繪畵,B
횟수,명,回數,C
횡단보도,명,橫斷步道,B
효과,명,效果,B
효과적,명,效果的,C
효도,명,孝道,C
효도하다,동,孝道-,C
효율적,명,效率的,C
효자,명,孝子,C
후,명,後,A
후기,명,後期,C
후반,명,後半,C
후배,명,後輩,B
후보,명,候補,C
후춧가루,명,,B
후회,명,後悔,C
후회하다,동,後悔-,B
훈련,명,訓鍊,C
훌륭하다,형,,B
훔치다,동,물건을 ~,C
훨씬,부,,B
휴가,명,休暇,B
휴식,명,休息,C
휴일,명,休日,A
휴지,명,休紙,A
휴지통,명,休紙桶,A
흉내,명,,C
흐려지다,동,,C
흐르다,동,,B
흐름,명,,C
흐리다,동,물을 ~,C
흐리다,형,날이 ~,B
흑백,명,黑白,C
흑인,명,黑人,C
흔들다,동,,B
흔들리다,동,,C
흔적,명,痕跡,C
흔하다,형,,C
흔히,부,,B
흘러가다,동,,B
흘러나오다,동,,B
흘러내리다,동,,C
흘리다,동,,B
흙,명,,B
흥미,명,興味,B
흥미롭다,형,興味-,C
흥분,명,興奮,C
흥분하다,동,興奮-,C
흩어지다,동,,C
희곡,명,戱曲,C
희다,형,,B
희망,명,希望,B
희망하다,동,希望-,C
희생,명,犧牲,C
희생하다,동,犧牲-,C
흰색,명,-色,A
힘,명,,A
힘겹다,형,,C
힘껏,부,,C
힘들다,형,,A
힘들어하다,동,,C
힘쓰다,동,,C
힘없이,부,,C
힘차다,형,,C
